title,category,type
gulai di rumah mkan,makanan,pengeluaran
pemasukan gaji bulan lalu,gaji,pemasukan
bayar cciilan mobil,tagihan,pengeluaran
cashback gopaay dari tante,hadiah,pemasukan
nnoton konser akihr pekan,hiburan,pengeluaran
upah dari proyek,gaji,pemasukan
bayar token pln bulan allu,tagihan,pengeluaran
naik go ride,transport,pengeluaran
tiket festival sama apcar,hiburan,pengeluaran
beli kwetiau,makanan,pengeluaran
apotik urtin,kesehatan,pengeluaran
pesan minuman kopi susu,minuman,pengeluaran
beli pakaian di indomaret,belanja,pengeluaran
lembur bulan lalu,gaji,pemasukan
aqua,minuman,pengeluaran
grab bike,transport,pengeluaran
nonton bola,hiburan,pengeluaran
makan di nasi box pagi tadi,makanan,pengeluaran
tiket lrt ke pasar,transport,pengeluaran
kao uang ualng tahun,hadiah,pemasukan
beli kas di uspermarket,belanja,pengeluaran
bayar internet tiap bulan,tagihan,pengeluaran
pesan minuman boba,minuman,pengeluaran
sarapan di kantor,makanan,pengeluaran
es teh,minuman,pengeluaran
beli buuku di indomaret,belanja,pengeluaran
beli susu,minuman,pengeluaran
biaya sewa lapangan,hiburan,pengeluaran
tseak pagi tadi,makanan,pengeluaran
super air jet,transport,pengeluaran
parkr mobil,transport,pengeluaran
sewa motor,hiburan,pengeluaran
jajan shawarma,makanan,pengeluaran
sewa gym,hiburan,pengeluaran
cumi greng,makanan,pengeluaran
ngopi wedang jahe,minuman,pengeluaran
paracetamol bulanan,kesehatan,pengeluaran
iuran rt,tagihan,pengeluaran
belli deterjen,belanja,pengeluaran
byr asuransi bulan ini,tagihan,pengeluaran
byr air,tagihan,pengeluaran
whoosh ke rumah,transport,pengeluaran
bbm,transport,pengeluaran
dapat hadiah dri keluarga,hadiah,pemasukan
nasi campur malam ini,makanan,pengeluaran
tikket konser,hiburan,pengeluaran
thr dari ortu,hadiah,pemasukan
menang giveaway lebaraan,hadiah,pemasukan
beli obat resep di kimia farma,kesehatan,pengeluaran
beli m150,minuman,pengeluaran
beli udang,makanan,pengeluaran
periksa di rontgen,kesehatan,pengeluaran
bus trans pulang,transport,pengeluaran
beli top up rolox,hiburan,pengeluaran
beli elektronik di bukkalapak,belanja,pengeluaran
dapat hadiah tadi,hadiah,pemasukan
agji bulaan bulan ini,gaji,pemasukan
iuran sampah bulan llau,tagihan,pengeluaran
soto ayaam di warteg,makanan,pengeluaran
insentif penjalan,gaji,pemasukan
makan di mcdonald,makanan,pengeluaran
dikasih duit dari tannte,hadiah,pemasukan
periksa di ecg,kesehatan,pengeluaran
tiket krl,transport,pengeluaran
isi paket data,tagihan,pengeluaran
nonton tiket festival,hiburan,pengeluaran
pesan steak,makanan,pengeluaran
bayar netfllix,hiburan,pengeluaran
beli paracetamol online,kesehatan,pengeluaran
tunjangan ke reekening,gaji,pemasukan
es kopi susu take away,minuman,pengeluaran
lawson,belanja,pengeluaran
beli celana di lazada,belanja,pengeluaran
jadwal check up,kesehatan,pengeluaran
tiket nnton pertandingan,hiburan,pengeluaran
tiket tol,transport,pengeluaran
penghasilan sudah cair,gaji,pemasukan
garuda pulang kampung,transport,pengeluaran
beli extra joss,minuman,pengeluaran
uaang saku lebbbaran,hadiah,pemasukan
rezeki nomplok dr ortu,hadiah,pemasukan
beli pakaian di alfamart,belanja,pengeluaran
makan di capcay,makanan,pengeluaran
beli laptop di tokopedia,belanja,pengeluaran
miunm frappuccino,minuman,pengeluaran
gaji lembur dari kantor,gaji,pemasukan
nasi kuning di kantin,makanan,pengeluaran
hp lazada,belanja,pengeluaran
beli makeup di supermarket,belanja,pengeluaran
makan di bubur ayam,makanan,pengeluaran
geprek bensu di restoran,makanan,pengeluaran
bayar antigen,kesehatan,pengeluaran
charger,belanja,pengeluaran
maxim tiap hari,transport,pengeluaran
ngopi air mineral,minuman,pengeluaran
ngopi di xing fu tang,minuman,pengeluaran
bayar psikolog,kesehatan,pengeluaran
uaph harian,gaji,pemasukan
agji k-13,gaji,pemasukan
uang thr keluarga,hadiah,pemasukan
makkan malam pagi tadi,makanan,pengeluaran
paket datta by.u,tagihan,pengeluaran
belanja mainan,belanja,pengeluaran
charger laada,belanja,pengeluaran
oknser rame-rame,hiburan,pengeluaran
sarapan di rumah makan,makanan,pengeluaran
nonton biosop weekend,hiburan,pengeluaran
perpanjang iqii,hiburan,pengeluaran
terima hadiah dari tante,hadiah,pemasukan
pesaan makan rendang,makanan,pengeluaran
beli bubur ayam bareng keluarga,makanan,pengeluaran
karaoke smaa pacar,hiburan,pengeluaran
transjakarta tiap hari,transport,pengeluaran
beli di kenangan signature,minuman,pengeluaran
festival bareng keluarga,hiburan,pengeluaran
baayar hotel,hiburan,pengeluaran
beli minyak ikan di century,kesehatan,pengeluaran
terima hadiah,hadiah,pemasukan
billiard mingguan,hiburan,pengeluaran
pelita air,transport,pengeluaran
ekmeja blibli,belanja,pengeluaran
ngopi di teguk,minuman,pengeluaran
minum kopi dalgona,minuman,pengeluaran
tkiet nonton bola,hiburan,pengeluaran
aung magang,gaji,pemasukan
cinemaxx bareng keluarga,hiburan,pengeluaran
asuransi kesehatan,tagihan,pengeluaran
pemasukan gaji dari proyek,gaji,pemasukan
dapat transferan dari tantte,hadiah,pemasukan
kimia frama langganan,kesehatan,pengeluaran
order teh tarik,minuman,pengeluaran
honorarium,gaji,pemasukan
keyboard bukaalapak,belanja,pengeluaran
gorengan di food court,makanan,pengeluaran
mkn di steak di warteg,makanan,pengeluaran
beli sabun,belanja,pengeluaran
es teh take away,minuman,pengeluaran
tagihan inetrnet,tagihan,pengeluaran
siomay di mall,makanan,pengeluaran
dikasih uang tdi,hadiah,pemasukan
paket data smartfren,tagihan,pengeluaran
belli teh kotak,minuman,pengeluaran
beli mouse,belanja,pengeluaran
pesan makan ketoprak di mall,makanan,pengeluaran
elektronik lazada,belanja,pengeluaran
pesan makan ayaam penyet,makanan,pengeluaran
beli mnman yakult,minuman,pengeluaran
dikirimi uang dari klluarga,hadiah,pemasukan
perpanjang disney plus,hiburan,pengeluaran
pesan minuman smoothie,minuman,pengeluaran
beli makanan nasi ayam,makanan,pengeluaran
grocery,belanja,pengeluaran
kopi dalgona buat kerja,minuman,pengeluaran
beli mainan baru,belanja,pengeluaran
beli hero,hiburan,pengeluaran
buku tokpedia,belanja,pengeluaran
kredit bulanan,tagihan,pengeluaran
minuman boba di starbucks,minuman,pengeluaran
konsultaasi dental,kesehatan,pengeluaran
tiket festival,hiburan,pengeluaran
panjat tebnig,hiburan,pengeluaran
angkot tiap hari,transport,pengeluaran
festival rame-rame,hiburan,pengeluaran
hooor kerja,gaji,pemasukan
beli topi di shopeee,belanja,pengeluaran
bei alkohol online,kesehatan,pengeluaran
blei apotek di apotek,kesehatan,pengeluaran
goride ke pasar,transport,pengeluaran
beli bku di tokopedia,belanja,pengeluaran
byar psikolog,kesehatan,pengeluaran
order bandrek,minuman,pengeluaran
tagihan air bulan llu,tagihan,pengeluaran
roti bakar di mall,makanan,pengeluaran
mobile legends bulanan,hiburan,pengeluaran
byr premi asuransi bulanan,tagihan,pengeluaran
naik ojol ke bandara,transport,pengeluaran
kebun binatang ke jogja,hiburan,pengeluaran
keyboard blibli,belanja,pengeluaran
beli isi bensn,transport,pengeluaran
bayar whoosh,transport,pengeluaran
makan di warung tegal,makanan,pengeluaran
bayar traveloka hotel,hiburan,pengeluaran
beli vitamin langganan,kesehatan,pengeluaran
pesan bakso urat,makanan,pengeluaran
pendapataan dari perusahaan,gaji,pemasukan
cinemaxx sama teman,hiburan,pengeluaran
susu segar pagi,minuman,pengeluaran
beli sepatu,belanja,pengeluaran
bayaran freeance,gaji,pemasukan
beli resp,kesehatan,pengeluaran
gji magang daari proyek,gaji,pemasukan
genshn impact,hiburan,pengeluaran
blanja pealatan rumah,belanja,pengeluaran
belanja skincare,belanja,pengeluaran
kopi hitam,minuman,pengeluaran
beli headset baru,belanja,pengeluaran
beli topi di indomaret,belanja,pengeluaran
airbbnb ke bandung,hiburan,pengeluaran
tunjangan transport dari perusahaan,gaji,pemasukan
main panjat tebing,hiburan,pengeluaran
premi asurani tiap bulan,tagihan,pengeluaran
beli makan siang bareng teman,makanan,pengeluaran
beli mie ayam,makanan,pengeluaran
beli charger di bukalapak,belanja,pengeluaran
beli sabun di lazada,belanja,pengeluaran
ayam penyet di kantin,makanan,pengeluaran
americano less sugar,minuman,pengeluaran
pecel ayam siang tadi,makanan,pengeluaran
sepatu blibli,belanja,pengeluaran
cashhback gopay tadi,hadiah,pemasukan
fish n chips di warteg,makanan,pengeluaran
kirman saudara,hadiah,pemasukan
periksa ke konsultasi dokter,kesehatan,pengeluaran
tip pelanggan kemarin,hadiah,pemasukan
honorarium dari klein,gaji,pemasukan
tagihan iternet,tagihan,pengeluaran
tahu,makanan,pengeluaran
pesan jus jeruk,minuman,pengeluaran
tip pelanggan,hadiah,pemasukan
bayar kredit,tagihan,pengeluaran
maxim motor malam,transport,pengeluaran
cappuccino panas,minuman,pengeluaran
uang saku dari tante,hadiah,pemasukan
isi pertamax turbo,transport,pengeluaran
bpjs mandiri tiap bulan,tagihan,pengeluaran
gaji pegawai dari bos,gaji,pemasukan
belli cappuccino,minuman,pengeluaran
oat millk,minuman,pengeluaran
beli pulsa indosat,tagihan,pengeluaran
bayar pdam bulan lalu,tagihan,pengeluaran
bayar token listrik bulan ini,tagihan,pengeluaran
dapat sumanagn darri keluarga,hadiah,pemasukan
gojek maalam,transport,pengeluaran
badminton,hiburan,pengeluaran
tiket nonton pertandingan,hiburan,pengeluaran
tiket krl ke bengkel,transport,pengeluaran
gaji mingguan sudah cair,gaji,pemasukan
terima gaji bualn ini,gaji,pemasukan
traktiran balik dari ortu,hadiah,pemasukan
kopi susu,minuman,pengeluaran
naik pesan gojek ke kampus,transport,pengeluaran
bayar jalan tol,transport,pengeluaran
teh botol,minuman,pengeluaran
gopay bills,tagihan,pengeluaran
pesan mnman teh tarik,minuman,pengeluaran
lsip agi,gaji,pemasukan
beli hadset baru,belanja,pengeluaran
beli top up pubg,hiburan,pengeluaran
thai milk tea di starbucks,minuman,pengeluaran
cashback shopee ulang tahun,hadiah,pemasukan
belanja transmart,belanja,pengeluaran
mie ayam di kantin,makanan,pengeluaran
bayar indriver,transport,pengeluaran
maxim ke sekolah,transport,pengeluaran
perpanjang youtube premium,hiburan,pengeluaran
masuk gajji ke rekening,gaji,pemasukan
cashback gopay dari tnte,hadiah,pemasukan
beeli obat batuk di century,kesehatan,pengeluaran
bayar rawat inap,kesehatan,pengeluaran
gopay billls,tagihan,pengeluaran
langganan streamnig,hiburan,pengeluaran
pesan burger bareng keluarga,makanan,pengeluaran
uppah lembur dari bos,gaji,pemasukan
pesan makan geprek bensu,makanan,pengeluaran
angpao imlek,hadiah,pemasukan
le minerale,minuman,pengeluaran
tiket pesawat ke surabaya,transport,pengeluaran
brown sugar,minuman,pengeluaran
subscribe langganan spotify,hiburan,pengeluaran
pesan minuman energi,minuman,pengeluaran
bayar air taip bualn,tagihan,pengeluaran
resep,kesehatan,pengeluaran
gaji bulan ini ke rekening,gaji,pemasukan
cashback ovo dari om,hadiah,pemasukan
gado-gado,makanan,pengeluaran
byr iuran sampah,tagihan,pengeluaran
bayar kredt,tagihan,pengeluaran
tiket krl ke bandara,transport,pengeluaran
naik grabcar ke kampus,transport,pengeluaran
dapat hadiah tak terduga,hadiah,pemasukan
spotify,hiburan,pengeluaran
pesan susu segar,minuman,pengeluaran
gaji,gaji,pemasukan
dapt uaang saku dari keluarga,hadiah,pemasukan
obat batuk,kesehatan,pengeluaran
beli obt resep,kesehatan,pengeluaran
bayar tagihan listrik bulannan,tagihan,pengeluaran
sesi pijat terapi,kesehatan,pengeluaran
three,tagihan,pengeluaran
uang warisan tak terduga,hadiah,pemasukan
villa sama keluarga,hiburan,pengeluaran
bli kosmetik baru,belanja,pengeluaran
free fiire bulanan,hiburan,pengeluaran
reep rutin,kesehatan,pengeluaran
jadwal vaksin,kesehatan,pengeluaran
peralatan rumah shopee,belanja,pengeluaran
tongseng di kantin,makanan,pengeluaran
bayar grab car,transport,pengeluaran
bayar langganan viio,hiburan,pengeluaran
transjakarta sore,transport,pengeluaran
cashbck shhopee,hadiah,pemasukan
ayam goreng bareng teman,makanan,pengeluaran
beli ikan,belanja,pengeluaran
gaji ke rekening bank bulan ini,gaji,pemasukan
dapat sumbangan dr teman,hadiah,pemasukan
beli mnman es doger,minuman,pengeluaran
mie ayam di food court,makanan,pengeluaran
biaya ecg,kesehatan,pengeluaran
indomie siang tadi,makanan,pengeluaran
bei kado,belanja,pengeluaran
langganan disney bulanan,hiburan,pengeluaran
beli di janji jiwa,minuman,pengeluaran
century,kesehatan,pengeluaran
agpao tadi,hadiah,pemasukan
beli headset di alfamart,belanja,pengeluaran
beli guardian di apotik,kesehatan,pengeluaran
cashback ovo dari ortu,hadiah,pemasukan
apotek langganan,kesehatan,pengeluaran
beli sabun di supermarket,belanja,pengeluaran
gaji mingguan buan lalu,gaji,pemasukan
free ifre bulanan,hiburan,pengeluaran
pecel lele di kantin,makanan,pengeluaran
gaji kontrak dari perusahaan,gaji,pemasukan
pesan amkan bakmi,makanan,pengeluaran
sumbangan,hadiah,pemasukan
tunjangan transport dari bos,gaji,pemasukan
soda sambil nugas,minuman,pengeluaran
cumi goreng di food court,makanan,pengeluaran
wahana,hiburan,pengeluaran
cashback shopee dari keluarga,hadiah,pemasukan
milk tea menantea,minuman,pengeluaran
reward dari orrtu,hadiah,pemasukan
bayar iuran rw,tagihan,pengeluaran
naik grab car,transport,pengeluaran
ojek,transport,pengeluaran
ancol sama teman,hiburan,pengeluaran
doorprize tak terugga,hadiah,pemasukan
tunjangan jabatan dari klien,gaji,pemasukan
jajan sate padang,makanan,pengeluaran
airbnb ke bandung,hiburan,pengeluaran
kado uang tak terduga,hadiah,pemasukan
gaji bulan ini,gaji,pemasukan
hadiah poin lebaran,hadiah,pemasukan
bajaj malam,transport,pengeluaran
bayar pln taip bulan,tagihan,pengeluaran
uang kos bulanan,tagihan,pengeluaran
beli minyak ikan online,kesehatan,pengeluaran
gaji bulanan bulan ini,gaji,pemasukan
beli egnshin impact,hiburan,pengeluaran
obat resep,kesehatan,pengeluaran
uang waisan,hadiah,pemasukan
makan di geprek bensu siang tadi,makanan,pengeluaran
byr ban motor,transport,pengeluaran
beli nescafe,minuman,pengeluaran
gaji k-13,gaji,pemasukan
naik go car ke stasiun,transport,pengeluaran
pecel lele bareng keluarga,makanan,pengeluaran
gojek ke kampus,transport,pengeluaran
jajan nasi liet bareng teman,makanan,pengeluaran
peralatan rumah,belanja,pengeluaran
blanja peralatan rumah,belanja,pengeluaran
insentif penjualan bluan ini,gaji,pemasukan
fee freelance,gaji,pemasukan
naik blue bird,transport,pengeluaran
burger di restoran,makanan,pengeluaran
bayar kontrakan bulan ini,tagihan,pengeluaran
beli kamera baru,belanja,pengeluaran
ke laboratorium,kesehatan,pengeluaran
beli headset di blibli,belanja,pengeluaran
pesawat ke makassar,transport,pengeluaran
pesan udang di restoran,makanan,pengeluaran
token listrrik bulanan,tagihan,pengeluaran
byr tghn internet,tagihan,pengeluaran
beli sampo baru,belanja,pengeluaran
kopi tubruk di starbucks,minuman,pengeluaran
bayar taksi online,transport,pengeluaran
ke akraoke,hiburan,pengeluaran
byr booking hotel,hiburan,pengeluaran
bayar taski,transport,pengeluaran
tiket garuda ke makassar,transport,pengeluaran
konsul caabut gigi,kesehatan,pengeluaran
angpau darri ortu,hadiah,pemasukan
milo,minuman,pengeluaran
bayar tambal ban,transport,pengeluaran
bayar nagsuran motor bulan lallu,tagihan,pengeluaran
nasi kuning,makanan,pengeluaran
beli teluur di pasar,belanja,pengeluaran
pessan seafood,makanan,pengeluaran
cashback daari keluara,hadiah,pemasukan
order teh manis,minuman,pengeluaran
asuransi kesehatan tiap bulan,tagihan,pengeluaran
minum bandrek,minuman,pengeluaran
cahrger lazada,belanja,pengeluaran
hadih poin ulang tahun,hadiah,pemasukan
tiket bus ke mall,transport,pengeluaran
uang magang dai proyek,gaji,pemasukan
gaji freelance bulan ini,gaji,pemasukan
gaji eprtama dri perusahaan,gaji,pemasukan
beli headset di tokopedia,belanja,pengeluaran
sushi di rumah makan,makanan,pengeluaran
oximeter,kesehatan,pengeluaran
cashback dr keluarga,hadiah,pemasukan
mkn nasi liwet siang tadi,makanan,pengeluaran
cicilan hp,tagihan,pengeluaran
langganan deezer,hiburan,pengeluaran
dapat rezeki dari teman,hadiah,pemasukan
belanja di lawson,belanja,pengeluaran
bayar cicilan hp bulan lalu,tagihan,pengeluaran
beli sabun di blibli,belanja,pengeluaran
ayam bakar siang tadi,makanan,pengeluaran
olahraga minggguan,hiburan,pengeluaran
bayar e-toll,transport,pengeluaran
bayyar wetv,hiburan,pengeluaran
beli termometer,kesehatan,pengeluaran
taksi ke bnegkel,transport,pengeluaran
beli smoothie,minuman,pengeluaran
beli peralatan rumah di shopee,belanja,pengeluaran
bakso urat di food court,makanan,pengeluaran
rezeki nomplok dari om,hadiah,pemasukan
tol,transport,pengeluaran
terima kado dari keluuarga,hadiah,pemasukan
bpjs kesehatan buan lalu,tagihan,pengeluaran
beli keybord di blibli,belanja,pengeluaran
gaji diterima dari klien,gaji,pemasukan
komisi dari kantor,gaji,pemasukan
es kopi,minuman,pengeluaran
honorarium bulan ini,gaji,pemasukan
beli di pizza hut,makanan,pengeluaran
onnton rame-rame,hiburan,pengeluaran
bayar indihome tiap ublan,tagihan,pengeluaran
cgv,hiburan,pengeluaran
booking penginapan,hiburan,pengeluaran
pesan cold brew,minuman,pengeluaran
beli di chatime,minuman,pengeluaran
belanja hero,belanja,pengeluaran
minimarket,belanja,pengeluaran
gaji diterima darri kantor,gaji,pemasukan
gaji bulan ini dari kantoor,gaji,pemasukan
es teh di kafe,minuman,pengeluaran
min escape room,hiburan,pengeluaran
ketoprak di food court,makanan,pengeluaran
beli kosmetik di blibli,belanja,pengeluaran
hnoor kerja,gaji,pemasukan
bayar first media,tagihan,pengeluaran
beli sandal di alfamart,belanja,pengeluaran
makan di siomay,makanan,pengeluaran
perpanjang deezer,hiburan,pengeluaran
beli isi bensin,transport,pengeluaran
upah adri perusahaan,gaji,pemasukan
byr cicilan mobil bulanan,tagihan,pengeluaran
hadiah givewaay,hadiah,pemasukan
jajan ketupat di restoran,makanan,pengeluaran
naik maxim,transport,pengeluaran
tiket mrt,transport,pengeluaran
pesan opor ayam,makanan,pengeluaran
langganaan disney,hiburan,pengeluaran
belanja perlatan daupr,belanja,pengeluaran
uang magang,gaji,pemasukan
tunjangan jbaatan adri perusahaan,gaji,pemasukan
bayar angsuran motor buulan lalu,tagihan,pengeluaran
gajji pokok,gaji,pemasukan
maxim ke terminal,transport,pengeluaran
pesawat ke jakarta,transport,pengeluaran
bonus tahnuan via transfer,gaji,pemasukan
biaya psikolog,kesehatan,pengeluaran
ancol sama keluarga,hiburan,pengeluaran
top up gopay games bulanan,hiburan,pengeluaran
hadiah doorprize ulang tahun,hadiah,pemasukan
solar mobil,transport,pengeluaran
omega 3 langganan,kesehatan,pengeluaran
naik pesan gojek ke sekolah,transport,pengeluaran
kenanggan signature,minuman,pengeluaran
traveloka hotel sama keluarga,hiburan,pengeluaran
hadiah dari ortu,hadiah,pemasukan
terima gaji dari kantor,gaji,pemasukan
beli nonnton film,hiburan,pengeluaran
beli obat di century,kesehatan,pengeluaran
dapat thr dari tante,hadiah,pemasukan
cashbcck shopee,hadiah,pemasukan
beli tiket lion,transport,pengeluaran
bayar cicilan bulan ini,tagihan,pengeluaran
beli minuman smoothie,minuman,pengeluaran
daapat tip tak etrduga,hadiah,pemasukan
belanja alat tuls,belanja,pengeluaran
pecel lele bareng teman,makanan,pengeluaran
jus alpukat di kantor,minuman,pengeluaran
hadiah lomba dari om,hadiah,pemasukan
order kelapa muda,minuman,pengeluaran
beli kado ulang tahun buat teman,belanja,pengeluaran
dapat smbangan dr teman,hadiah,pemasukan
beli kimia farma,kesehatan,pengeluaran
beli tiket pesawat,transport,pengeluaran
tunjjangan transport dari perusahaan,gaji,pemasukan
juara lomba lebaarn,hadiah,pemasukan
gaji harian dari perushaan,gaji,pemasukan
tiket nonton bioskop,hiburan,pengeluaran
beli earphone di tokopedia,belanja,pengeluaran
bayar kreedit bulan ini,tagihan,pengeluaran
makan pagi di warteg,makanan,pengeluaran
upah bln ini,gaji,pemasukan
zalora,belanja,pengeluaran
perpanjang langgann spotify,hiburan,pengeluaran
beli makanan dimsum,makanan,pengeluaran
liburan sama teman,hiburan,pengeluaran
beli deterjen di tokopedia,belanja,pengeluaran
ke puskesmas,kesehatan,pengeluaran
beli kosmetik,belanja,pengeluaran
baju tokopedia,belanja,pengeluaran
festival,hiburan,pengeluaran
perpanjang langganan diseny,hiburan,pengeluaran
beli laptop baru,belanja,pengeluaran
bayar pam,tagihan,pengeluaran
listrik,tagihan,pengeluaran
langgaann gym,hiburan,pengeluaran
ke ecg,kesehatan,pengeluaran
tiket lion,transport,pengeluaran
baar tv kabel bulan ini,tagihan,pengeluaran
moblie legends,hiburan,pengeluaran
bayar villa,hiburan,pengeluaran
beli topi baru,belanja,pengeluaran
laangganan deezer bulanan,hiburan,pengeluaran
pesan susu,minuman,pengeluaran
sewa kos tiap bulan,tagihan,pengeluaran
juara lomba dai teman,hadiah,pemasukan
cap cay sianng tadi,makanan,pengeluaran
sewa kos,tagihan,pengeluaran
naik bus trans ke gym,transport,pengeluaran
ikan bakar bareng keluarga,makanan,pengeluaran
biaya billiard,hiburan,pengeluaran
periksa psikolog,kesehatan,pengeluaran
beli apotik online,kesehatan,pengeluaran
olahraga,hiburan,pengeluaran
pesan es doger,minuman,pengeluaran
sea rumah,tagihan,pengeluaran
puah kerja cair,gaji,pemasukan
beli buku di indomaret,belanja,pengeluaran
bpjs mandii bulan lalu,tagihan,pengeluaran
beli viamin d di apotek,kesehatan,pengeluaran
penginapan ke bali,hiburan,pengeluaran
ngopi suusu segar,minuman,pengeluaran
rejeki,hadiah,pemasukan
makan di rendang malam ini,makanan,pengeluaran
teerimma kado dari taante,hadiah,pemasukan
beli es kopi susu,minuman,pengeluaran
opor,makanan,pengeluaran
reward aplikasi,hadiah,pemasukan
grab motor ke rumah sakit,transport,pengeluaran
go ride ke gym,transport,pengeluaran
beli makanan tempe goreng di rumah makan,makanan,pengeluaran
mennang undian dari saudara,hadiah,pemasukan
pesan pecel lele,makanan,pengeluaran
uang lembur dari bos,gaji,pemasukan
beli guardian di apotek,kesehatan,pengeluaran
lsp gjai,gaji,pemasukan
uang mgaang dari perusahaan,gaji,pemasukan
periksa di klinik,kesehatan,pengeluaran
beli tiket super air jet,transport,pengeluaran
top up steam,hiburan,pengeluaran
bayar angsuran motor tiap bulan,tagihan,pengeluaran
biaya bengkel,transport,pengeluaran
bayaran krja via traansfer,gaji,pemasukan
bayar listrik tiap bulan,tagihan,pengeluaran
beli mouse bau,belanja,pengeluaran
ayam goreng,makanan,pengeluaran
makan di es teler 77,makanan,pengeluaran
beli alat tullis,belanja,pengeluaran
bayar tagihan wifi bulan lalu,tagihan,pengeluaran
uaang lembur dari perrusahaan,gaji,pemasukan
hadiah giveaway dr taante,hadiah,pemasukan
kemeja,belanja,pengeluaran
skicnare tokopedia,belanja,pengeluaran
kelapa muda sambil nugas,minuman,pengeluaran
uang dari orang tua,hadiah,pemasukan
pesan capcay,makanan,pengeluaran
periksa ke biaya dokter,kesehatan,pengeluaran
fashion,belanja,pengeluaran
cienma rame-rame,hiburan,pengeluaran
uang leembur via transer,gaji,pemasukan
bayar tv kabel,tagihan,pengeluaran
servis mobil,transport,pengeluaran
kontrakan blan lalu,tagihan,pengeluaran
trip sama keluarga,hiburan,pengeluaran
frappuccino take away,minuman,pengeluaran
beli makeup di mall,belanja,pengeluaran
nonton film bareng keluarga,hiburan,pengeluaran
traktiran baalik dari keluarga,hadiah,pemasukan
vitamin d rutin,kesehatan,pengeluaran
insentif penjualan ullan ini,gaji,pemasukan
subscribe langgaanan disney,hiburan,pengeluaran
sarapan di restoran,makanan,pengeluaran
pulsa telkomsel,tagihan,pengeluaran
beli di xing fu tang,minuman,pengeluaran
tunjagan ke reekening,gaji,pemasukan
bayar indihome bulaan ini,tagihan,pengeluaran
beli peralatan rumah di indomaret,belanja,pengeluaran
byr service motor,transport,pengeluaran
hadiah menng tadi,hadiah,pemasukan
iuran rw bulan ini,tagihan,pengeluaran
beli makanan mie rebus malam ini,makanan,pengeluaran
beli obat resep,kesehatan,pengeluaran
bayar bus trans,transport,pengeluaran
order rawon,makanan,pengeluaran
bayar myrepublic,tagihan,pengeluaran
sego bareng keluarga,makanan,pengeluaran
top up tkoen bulanan,hiburan,pengeluaran
nonton bioskop weekend,hiburan,pengeluaran
bajaj ke bengkel,transport,pengeluaran
lemon tea mixue,minuman,pengeluaran
makeup blibbli,belanja,pengeluaran
bayar tagihan air itap bulan,tagihan,pengeluaran
beli omega 3 di apotek,kesehatan,pengeluaran
beli pakaian di lazada,belanja,pengeluaran
penghasilan dari klien,gaji,pemasukan
konsultasi acbut gigi,kesehatan,pengeluaran
order minuman energi,minuman,pengeluaran
jajan burger,makanan,pengeluaran
nontton bareng keluarga,hiburan,pengeluaran
mouse blibli,belanja,pengeluaran
beli baju di mall,belanja,pengeluaran
bayar taksi,transport,pengeluaran
beli cumi goreng,makanan,pengeluaran
langgaann billiard,hiburan,pengeluaran
traktiran balik,hadiah,pemasukan
blei sandal di lazada,belanja,pengeluaran
gaji freelance dari perusahaan,gaji,pemasukan
bayar kartu kredit,tagihan,pengeluaran
jus mangga sore tadi,minuman,pengeluaran
bayar tiket tol,transport,pengeluaran
beli martabak telur,makanan,pengeluaran
maan martabak manis,makanan,pengeluaran
celana lazada,belanja,pengeluaran
langganaan escape room,hiburan,pengeluaran
pdam,tagihan,pengeluaran
perpanjang iqiyi,hiburan,pengeluaran
beli fanta,minuman,pengeluaran
hadiah uang dai tante,hadiah,pemasukan
air,tagihan,pengeluaran
jaajn nasi campur di restoran,makanan,pengeluaran
minum jus mangga,minuman,pengeluaran
bayaran kerja bulan lalu,gaji,pemasukan
beli pizza,makanan,pengeluaran
thr blearan,hadiah,pemasukan
jajan kentang goreng,makanan,pengeluaran
order frappuccino,minuman,pengeluaran
tempe goreng bareng keluarga,makanan,pengeluaran
bpjs kesehatan bulan lalu,tagihan,pengeluaran
bayar pijat terapi,kesehatan,pengeluaran
bayar sewa kamar,tagihan,pengeluaran
beli termometer di apotik,kesehatan,pengeluaran
gaji magang dr proyek,gaji,pemasukan
nnton boiskop,hiburan,pengeluaran
cashback shopee,hadiah,pemasukan
ibaya terapi,kesehatan,pengeluaran
dapat sumbangan dari keluarga,hadiah,pemasukan
min bowling,hiburan,pengeluaran
mkn pagi di food court,makanan,pengeluaran
beli tisssue di supermarket,belanja,pengeluaran
utnjangan trransport,gaji,pemasukan
dapat sumangan darri keluarga,hadiah,pemasukan
pesan mnman americano,minuman,pengeluaran
insentif cair,gaji,pemasukan
bayar kredit tiap buaan,tagihan,pengeluaran
pelita air pulang kampung,transport,pengeluaran
dapat gaji,gaji,pemasukan
beli brown sugar boba,minuman,pengeluaran
konesr musik,hiburan,pengeluaran
beli jaket di supermarket,belanja,pengeluaran
gaji part time,gaji,pemasukan
bakso urat malam ini,makanan,pengeluaran
cinema xxi sama teman,hiburan,pengeluaran
vaksin,kesehatan,pengeluaran
bayar asuransi kesehatan bulan lalu,tagihan,pengeluaran
paracetamol,kesehatan,pengeluaran
tunjangan transport via transfer,gaji,pemasukan
order lontong sayur di mall,makanan,pengeluaran
tunjangan dari klein,gaji,pemasukan
beli minuman es buah,minuman,pengeluaran
ngopi soda,minuman,pengeluaran
uaph lembur adri klin,gaji,pemasukan
