title,category,secondary_category,type
tiket cinema xxi,hiburan,tontonan,pengeluaran
bayar konsultasi spesialis bareng keluarga,kesehatan,konsul,pengeluaran
obat flu bulanan,kesehatan,obat,pengeluaran
beli earphone di blibli,belanja,elektronik,pengeluaran
subscrie iuran lingkungan rutin,tagihan,iuran,pengeluaran
perpanjang kimia farma langganan malam ini,kesehatan,apotek,pengeluaran
ngasih sangu ke bos,tagihan,sumbangan,pengeluaran
bayar air mineral via transfer,minuman,minuman,pengeluaran
perpanjang kimia farma langganan diskon,kesehatan,apotek,pengeluaran
kasih uang ke freelancer,tagihan,tagihan,pengeluaran
konsul biaya dokter,kesehatan,konsul,pengeluaran
aambil skin care korea kemarin,belanja,kecantikan,pengeluaran
beli di mcdonalds,makanan,makanan,pengeluaran
beli kontrakan tahunan via transfer,tagihan,sewa,pengeluaran
ammbil popcorn bioskop bareng keluarga,makanan,jajanan,pengeluaran
prepanjang rame-rame,hiburan,hiburan,pengeluaran
beli haka dimsum,makanan,makanan,pengeluaran
main billiard,hiburan,aktivitas,pengeluaran
dapet angpau pernikahan bulan lalu,hadiah,kado,pemasukan
langganan gym,hiburan,streaming,pengeluaran
baayr iuran rt kemarin,tagihan,iuran,pengeluaran
bayar bpjs keseahtan bulan lalu,tagihan,asuransi,pengeluaran
pesan mnman energi,minuman,jajanan,pengeluaran
salary ke rekening,gaji,gaji,pemasukan
bayar uc pubg bareng keluarga,hiburan,game,pengeluaran
kamera shopee,belanja,elektronik,pengeluaran
byr disney+,hiburan,streaming,pengeluaran
beli susu kotak malam ini,minuman,minuman,pengeluaran
kuota axis,tagihan,internet_pulsa,pengeluaran
insentif penjualan cair,gaji,bonus,pemasukan
bayar buah jeruk di rumah,belanja,harian,pengeluaran
langganan youtube premium bulanan,hiburan,streaming,pengeluaran
kasih komisi ke penghubung,tagihan,gaji_pihak3,pengeluaran
jajan seafood,makanan,makanan,pengeluaran
jajan di hokben,makanan,makanan,pengeluaran
beli headset di mall,belanja,elektronik,pengeluaran
pesan texas chicken,makanan,makanan,pengeluaran
ambil tiket konser dewa tadi,hiburan,tontonan,pengeluaran
terima cashback ovo bulan ini,hadiah,reward,pemasukan
menang udnian dr om,hadiah,undian,pemasukan
menerima kado wisuda adik pagi tadi,hadiah,kado,pemasukan
kasih ke papa,tagihan,tagihan,pengeluaran
ngambil kredit kpr bareng keluarga,tagihan,kredit,pengeluaran
beli konsultasi dokter umum tadi,kesehatan,konsul,pengeluaran
transferan dari senior,hadiah,hadiah,pemasukan
baayar tagihan,tagihan,tagihan,pengeluaran
perpanjang susu strawberry di rumah,minuman,minuman,pengeluaran
ngopi cappuccino,minuman,jajanan,pengeluaran
ambil iuran masjid diskon,tagihan,iuran,pengeluaran
iuran sampah tiap ubllan,tagihan,iuran,pengeluaran
bayar air kemarin,tagihan,utilitas,pengeluaran
sriwijaya pulang kamppung,transport,pesawat,pengeluaran
gnambil asuransi pendidikan bareng keluarga,tagihan,asuransi,pengeluaran
reward aplikai,hadiah,reward,pemasukan
masuk thr bulan ini,gaji,bonus,pemasukan
beli netflix bulanan rutin,hiburan,streaming,pengeluaran
roti bakar di rumah makan,makanan,jajanan,pengeluaran
ambil upah tukang,tagihan,gaji_pihak3,pengeluaran
subscribe rpemi asuransi jiwa minggu ini,tagihan,asuransi,pengeluaran
menang unddian,hadiah,undian,pemasukan
subscribe dufan tiket bluan ini,hiburan,liburan,pengeluaran
sewa lapangan tiap bulan,hiburan,aktivitas,pengeluaran
dapat thr taadi,hadiah,hadiah,pemasukan
ambil bayar listrik pln bulan ini,tagihan,utilitas,pengeluaran
bayar ram laptop via transfer,belanja,elektronik,pengeluaran
beli apotik onine,kesehatan,apotek,pengeluaran
terima hadiah dari kelurga minggu ini,hadiah,hadiah,pemasukan
order watson tiap bulan cash,kesehatan,apotek,pengeluaran
bayra pulsa indosat diskon,tagihan,internet_pulsa,pengeluaran
bayar bps bulanan,tagihan,tagihan,pengeluaran
bayar seewa kamar bulan lalu,tagihan,tagihan,pengeluaran
subscribe karaoke inul vizta tadi,hiburan,aktivitas,pengeluaran
nerima gaji ke-13,gaji,gaji,pemasukan
ambil ecg jantung promo,kesehatan,prosedur,pengeluaran
ambil blibli sale tiap bulan,belanja,online_shop,pengeluaran
naik bajaj ke rumah sakit,transport,transport,pengeluaran
cicialn kredivo tadi,tagihan,kredit,pengeluaran
ditransfer dari teman kerja,hadiah,hadiah,pemasukan
dapat reward aplikasi malam ini,hadiah,reward,pemasukan
ambil tagihan macm-macam bulan ini,tagihan,tagihan,pengeluaran
thai tea,minuman,jajanan,pengeluaran
air kelapa,minuman,minuman,pengeluaran
bayar kpr bulan lalu,tagihan,tagihan,pengeluaran
isi grab car sama temen,transport,online,pengeluaran
tunjangan makan drai bos,gaji,bonus,pemasukan
beli kado teman cash,belanja,harian,pengeluaran
menerima hadiah pernikahan saudara pagi tadi,hadiah,kado,pemasukan
beli di yoshinoya,makanan,makanan,pengeluaran
top up game bulanan,hiburan,game,pengeluaran
dapat doorprize tadi,hadiah,undian,pemasukan
kirim ke adik,tagihan,tagihan,pengeluaran
ngopi di es teh indonesia,minuman,minuman,pengeluaran
nngambil skincare wardah malam ini,belanja,kecantikan,pengeluaran
nasi campur pagi tadi,makanan,makanan,pengeluaran
order oat milk latte,minuman,jajanan,pengeluaran
order naik kuda promo,transport,transport,pengeluaran
blei makanan tempe goreng,makanan,jajanan,pengeluaran
panjat tebing mingguan,hiburan,aktivitas,pengeluaran
order busway,transport,umum,pengeluaran
ambil ramme-rame bareng keluarga,hiburan,hiburan,pengeluaran
beli kado,belanja,harian,pengeluaran
ancol,hiburan,hiburan,pengeluaran
order kelapa muda di kanttor,minuman,minuman,pengeluaran
naik ojek online ke kantor,transport,online,pengeluaran
beli whoosh bandung bulan lalu,transport,umum,pengeluaran
celana bukalapak,belanja,fashion,pengeluaran
subscribe tngseng cash,makanan,makanan,pengeluaran
nerima gaji ke 13,gaji,gaji,pemasukan
tagihan rutin di rumah,tagihan,tagihan,pengeluaran
isi belanja online umum di kantor,belanja,belanja,pengeluaran
prasmanan,makanan,makanan,pengeluaran
mainan,belanja,harian,pengeluaran
naik gojek,transport,online,pengeluaran
transfer dari kakak buat jajan,hadiah,hadiah,pemasukan
beli sewa lapangan diskon,hiburan,aktivitas,pengeluaran
kelapa muda mniggu ini,minuman,minuman,pengeluaran
ngopi air mineral,minuman,minuman,pengeluaran
beli wings airr cash,transport,pesawat,pengeluaran
ngambiil iuran rw bulanan di rumah,tagihan,iuran,pengeluaran
maxim ke kantor,transport,online,pengeluaran
villa sama temn,hiburan,liburan,pengeluaran
dapat hadiah taddi,hadiah,hadiah,pemasukan
pesan ppulsa axis baru,tagihan,internet_pulsa,pengeluaran
issi iuran kompleks perumahan via transfer,tagihan,iuran,pengeluaran
makan di nasi box,makanan,makanan,pengeluaran
perpanjang rame-rame buan lalu,hiburan,hiburan,pengeluaran
jajan ayam penyet,makanan,makanan,pengeluaran
es teh,minuman,jajanan,pengeluaran
ngambil prime amazon acsh,hiburan,streaming,pengeluaran
biaaa renang,hiburan,aktivitas,pengeluaran
honor ke rekening,gaji,komisi,pemasukan
perpanjang bayar iuran rt bulan lalu,tagihan,iuran,pengeluaran
terima hadiah tak terduga di kantor,hadiah,hadiah,pemasukan
mrt ke terminal,transport,umum,pengeluaran
uanng warisan tak etrduga,hadiah,pemberian_masuk,pemasukan
belanja toko di kantor,belanja,belanja,pengeluaran
perpanjang hangout teman cash,hiburan,hiburan,pengeluaran
ambil beli barang minggu ini,belanja,belanja,pengeluaran
bensin mootor,transport,pribadi,pengeluaran
lembur via transfer,gaji,komisi,pemasukan
sesi fisioterapi,kesehatan,prosedur,pengeluaran
bayar gaji karyawan,tagihan,gaji_pihak3,pengeluaran
tiket pertandingan,hiburan,tontonan,pengeluaran
ultra mik bulan ini,minuman,minuman,pengeluaran
order uang kos,tagihan,sewa,pengeluaran
langganan belanja umum cash,belanja,belanja,pengeluaran
americcano dingin,minuman,jajanan,pengeluaran
beri ke teman,tagihan,tagihan,pengeluaran
order iakn bakar siang tadi,makanan,makanan,pengeluaran
langganan tiket cgv cash,hiburan,tontonan,pengeluaran
beli minuman cappuccino,minuman,jajanan,pengeluaran
transferan dari ibu,hadiah,hadiah,pemasukan
diterima hadiah dari atasan,hadiah,hadiah,pemasukan
menerima kado lahiran tadi,hadiah,kado,pemasukan
sarapan di rumah makan,makanan,makanan,pengeluaran
beli uc bulanan,hiburan,game,pengeluaran
dapet angpau pernikahan pagi tadi,hadiah,kado,pemasukan
tripod tokopedia,belanja,elektronik,pengeluaran
makan dominos,makanan,makanan,pengeluaran
byr bpjs kesehatan tiap bulan,tagihan,asuransi,pengeluaran
byr naik grab,transport,online,pengeluaran
naik maxim car ke pasar,transport,online,pengeluaran
rendang di restoran,makanan,makanan,pengeluaran
pesan minuman air mineral,minuman,minuman,pengeluaran
perpanjang bayar iuran rt,tagihan,iuran,pengeluaran
beli pecel lele,makanan,makanan,pengeluaran
subscribe premieer film cash,hiburan,tontonan,pengeluaran
diterima komisi dari kontrak,gaji,komisi,pemasukan
ngambil iuran rt via transsfer,tagihan,iuran,pengeluaran
mnuman kekinian,minuman,jajanan,pengeluaran
uang sakku dari nenek via transfer,hadiah,pemberian_masuk,pemasukan
beli token pln 100rb di kantor,tagihan,utilitas,pengeluaran
byr indihome bulanan,tagihan,internet_pulsa,pengeluaran
kado uang dari teman,hadiah,kado,pemasukan
perpanjang rumah sakit periksa tadi,kesehatan,konsul,pengeluaran
cashback shopee minggu ini,hadiah,reward,pemasukan
checkout indomaret,belanja,harian,pengeluaran
minum es kopi susu,minuman,jajanan,pengeluaran
rapid test,kesehatan,prosedur,pengeluaran
ambil shampoo pantene diskon,belanja,kecantikan,pengeluaran
dapat udit dari saudara,hadiah,hadiah,pemasukan
bayar komisi ke referrer,tagihan,gaji_pihak3,pengeluaran
subscribe suplemen vtiamin c promo,kesehatan,obat,pengeluaran
pendapatan bln ini,gaji,gaji,pemasukan
pesan bedak ppixy bareng teman,belanja,kecantikan,pengeluaran
pesan kopi dalgona,minuman,jajanan,pengeluaran
gaji harian ke rekening,gaji,gaji,pemasukan
dum,minuman,jajanan,pengeluaran
beli nonton bioskop,hiburan,tontonan,pengeluaran
vlila ke bandung,hiburan,hiburan,pengeluaran
bayaran bulan ini,gaji,gaji,pemasukan
bayar e-toll,transport,pribadi,pengeluaran
beli golden lamian,makanan,makanan,pengeluaran
terima bonu shopee malam ini,gaji,bonus,pemasukan
bayar isotonik minggu ini,minuman,minuman,pengeluaran
nerima komisi dari tomoro coffee,gaji,komisi,pemasukan
uang saku dari sadara,hadiah,pemberian_masuk,pemasukan
pesan ongkos pulang,transport,transport,pengeluaran
bihun goreng di food court,makanan,makanan,pengeluaran
parkir,transport,pribadi,pengeluaran
beli termometer online,kesehatan,obat,pengeluaran
ambil ban mobil sama temen,transport,pribadi,pengeluaran
pesan latte,minuman,jajanan,pengeluaran
ngambil obat batuk kemarin,kesehatan,obat,pengeluaran
vaksin influenza bulan lalu,kesehatan,prosedur,pengeluaran
slip gaji dari klien,gaji,gaji,pemasukan
beli elektronik di mall,belanja,elektronik,pengeluaran
beli bayar cicilan mtoor bareng keluarga,tagihan,kredit,pengeluaran
dapat gaji masuk,gaji,gaji,pemasukan
konsul dental,kesehatan,konsul,pengeluaran
ambil festival musik baur,hiburan,liburan,pengeluaran
belanja harian di pasar,belanja,harian,pengeluaran
tiket nontn bioskop,hiburan,tontonan,pengeluaran
pesan ojek pangkalan promo,transport,transport,pengeluaran
ngambil kos jakarta promo,tagihan,sewa,pengeluaran
gaji lembur via transfer,gaji,komisi,pemasukan
fried chicken di warteg,makanan,makanan,pengeluaran
order iuran kompleks perumahan promo,tagihan,iuran,pengeluaran
beli celana jeans rutin,belanja,fashion,pengeluaran
beli alkohol online,kesehatan,obat,pengeluaran
tahu goreng di food court,makanan,jajanan,pengeluaran
teh manis,minuman,jajanan,pengeluaran
bayar insentif ke tomoro,tagihan,gaji_pihak3,pengeluaran
gaji bulan ini dari kantor,gaji,gaji,pemasukan
beri ke asisten,tagihan,tagihan,pengeluaran
ambil jaket kulit kemarin,belanja,fashion,pengeluaran
ambil myrepublic baru,tagihan,internet_pulsa,pengeluaran
transfer komisi kepada distributor,tagihan,gaji_pihak3,pengeluaran
ngambil naik angkot minggu ini,transport,transport,pengeluaran
si premi prudential baru,tagihan,asuransi,pengeluaran
burger di restoran,makanan,makanan,pengeluaran
bayar langganan spotiify,hiburan,streaming,pengeluaran
beeli apotek,kesehatan,apotek,pengeluaran
subscribe jaket bomber malam ini,belanja,fashion,pengeluaran
beli minuman thai milk tea,minuman,jajanan,pengeluaran
lngganan disney+ bulanan,hiburan,streaming,pengeluaran
gaji bulanan dari proyeek,gaji,gaji,pemasukan
dapat thr ulang tahhun,hadiah,hadiah,pemasukan
isi cicilan redivo baru,tagihan,kredit,pengeluaran
giveaway shopee bulan laalu,hadiah,undian,pemasukan
subscribe bpjs ketenagakerjaan,tagihan,asuransi,pengeluaran
kirim insentif perusahaan,tagihan,tagihan,pengeluaran
transfer komisi kepada afiliasi,tagihan,gaji_pihak3,pengeluaran
isi susu strawberry tiap bulan,minuman,minuman,pengeluaran
belanja sayr,belanja,belanja,pengeluaran
pesan pertamax turbo pagi tadi,transport,pribadi,pengeluaran
subscribe bayar kredit bulan ini pagi tadi,tagihan,kredit,pengeluaran
angpao dari om,hadiah,kado,pemasukan
diterima komisi dari sales,gaji,komisi,pemasukan
beli point coffee,minuman,minuman,pengeluaran
dapat thr,gaji,bonus,pemasukan
isi yakult tiga btool sama temen,minuman,minuman,pengeluaran
terima kado dari tnate,hadiah,kado,pemasukan
langganan dental clinic di rumah,kesehatan,konsul,pengeluaran
dapat cashback dari ortu,hadiah,reward,pemasukan
hp lazada,belanja,elektronik,pengeluaran
beri ke rekening mama,tagihan,tagihan,pengeluaran
terima hadiah undian bank tadi,hadiah,undian,pemasukan
kasih uang ke papa,tagihan,tagihan,pengeluaran
pesan es cincau cash,minuman,jajanan,pengeluaran
perpanjang bayar cicilan motor via transfer,tagihan,kredit,pengeluaran
subscribe tiket pesawat lion pagi tadi,transport,pesawat,pengeluaran
bonus kinerja cair,gaji,bonus,pemasukan
transfer dari senior,hadiah,hadiah,pemasukan
perpanjang watson tiap bulan baru,kesehatan,apotek,pengeluaran
hadiah drai ortu,hadiah,hadiah,pemasukan
main fitness,hiburan,aktivitas,pengeluaran
bayar susu indomilk promo,minuman,minuman,pengeluaran
grab food,makanan,makanan,pengeluaran
isi tiket cgv bareng keluarga,hiburan,tontonan,pengeluaran
langganan spbu shell pagi tadi,transport,pribadi,pengeluaran
bayaran dari proyek,gaji,gaji,pemasukan
bayar uang kost bulan ini,tagihan,sewa,pengeluaran
jajn fore,minuman,minuman,pengeluaran
minuman energi di kantor,minuman,jajanan,pengeluaran
masuk gaji cair,gaji,gaji,pemasukan
bayar langganan netflix,hiburan,streaming,pengeluaran
super air jet ke bali,transport,transport,pengeluaran
beli kapas,kesehatan,kesehatan,pengeluaran
beli tiket flight,transport,pesawat,pengeluaran
dapat uang saku lebaran,hadiah,pemberian_masuk,pemasukan
mkn siomay,makanan,jajanan,pengeluaran
garuda ke jakarta,transport,pesawat,pengeluaran
insentif komisi dari proyek,gaji,bonus,pemasukan
order hopping center bareng teman,belanja,belanja,pengeluaran
order kos jakarta diskon,tagihan,sewa,pengeluaran
jus buah,minuman,jajanan,pengeluaran
ambil naik kuda bareng keluarga,transport,transport,pengeluaran
traveloka hotel ke jogja,hiburan,liburan,pengeluaran
perpanjang isi bensin mobil pagi tadi,transport,pribadi,pengeluaran
terima komisi dari deal,gaji,komisi,pemasukan
isi hiiburan kemarin,hiburan,hiburan,pengeluaran
subscribe lpn pasca bayar di kantor,tagihan,utilitas,pengeluaran
ojek pngkalan baru,transport,transport,pengeluaran
pesan belanja harian bulanan minggu ini,belanja,harian,pengeluaran
beli liburan bali bulan lalu,hiburan,liburan,pengeluaran
langganan wings air promo,transport,pesawat,pengeluaran
isi susu segar bulan laalu,minuman,minuman,pengeluaran
pesan makan tongseng di restoran,makanan,makanan,pengeluaran
tunjangan makan dari bos,gaji,bonus,pemasukan
beli fore,minuman,minuman,pengeluaran
pesan bayar cicilan motor promo,tagihan,kredit,pengeluaran
langganan iuran warga tiap bulan,tagihan,iuran,pengeluaran
pesan yakult tadi,minuman,minuman,pengeluaran
bayar kontrakan malam ini,tagihan,sewa,pengeluaran
menermia juara lomba foto sama temen,hadiah,undian,pemasukan
jaket ulit baru,belanja,fashion,pengeluaran
bayar iuran air bulanan kemarin,tagihan,utilitas,pengeluaran
perpanjang lazada promo promo,belanja,online_shop,pengeluaran
taro milk tea di kafe,minuman,jajanan,pengeluaran
honor bln lalu,gaji,komisi,pemasukan
pesan kentang goreng,makanan,makanan,pengeluaran
perpanjang rapid test antigen diskon,kesehatan,prosedur,pengeluaran
menerima hadiah ulang tahun ayah di rumah,hadiah,kado,pemasukan
valont bulanan,hiburan,hiburan,pengeluaran
ngambil top up ml bulan lalu,hiburan,game,pengeluaran
ambil cilok kuah rutin,makanan,jajanan,pengeluaran
perpanjang sepatu pantofel pagi tadi,belanja,fashion,pengeluaran
makeup shopee,belanja,kecantikan,pengeluaran
fried chicken di food court,makanan,makanan,pengeluaran
belanja di rnach market,belanja,belanja,pengeluaran
belanja di h&m,belanja,harian,pengeluaran
beli hand sanitizer online,kesehatan,obat,pengeluaran
ojek online ke rumah,transport,online,pengeluaran
order cinepolis bulan lalu,hiburan,tontonan,pengeluaran
langganan kos jakarta di rumah,tagihan,sewa,pengeluaran
dapet reward gopay adi,hadiah,reward,pemasukan
beli tiket xxi minggu ini,hiburan,tontonan,pengeluaran
subscribe wafer tango rutin,makanan,jajanan,pengeluaran
beli iuran air bulanan di kantor,tagihan,utilitas,pengeluaran
pesan escape room di kantor,hiburan,aktivitas,pengeluaran
teerima hadiah lebaran,hadiah,kado,pemasukan
subscribe call of duty mobile bulan lalu,hiburan,game,pengeluaran
ambil jalan jalan iseng di rumah,hiburan,hiburan,pengeluaran
roder brown sugar boba,minuman,jajanan,pengeluaran
bayar listrik bulanan,tagihan,utilitas,pengeluaran
bukalapak promo,belanja,online_shop,pengeluaran
ngambl kontrakan tahunan promo,tagihan,sewa,pengeluaran
gaji haian ke rekening,gaji,gaji,pemasukan
cgv bareng kelluarga,hiburan,tontonan,pengeluaran
diterima kado pernikahan teman tiap bulan,hadiah,kado,pemasukan
hadiah lomba dari saudara,hadiah,undian,pemasukan
biyaa pcr,kesehatan,kesehatan,pengeluaran
rewrd aplikasi dari teman,hadiah,reward,pemasukan
upnormal,makanan,makanan,pengeluaran
terima kado dari tante,hadiah,kado,pemasukan
beli main main tadi,hiburan,hiburan,pengeluaran
subscribe perpanjang streaming diskon,hiburan,streaming,pengeluaran
terima komisi dari hasil referral,gaji,komisi,pemasukan
nonton bola abreng keluarga,hiburan,tontonan,pengeluaran
ngambil lion air ke jakarta bareng teman,transport,pesawat,pengeluaran
checkout shopee,belanja,online_shop,pengeluaran
order kebun binatang ragunan via transfer,hiburan,liburan,pengeluaran
ambil gaji tukang bangunan pagi tadi,tagihan,gaji_pihak3,pengeluaran
langganan free fire diamond pagi tadi,hiburan,game,pengeluaran
cabut gigi,kesehatan,prosedur,pengeluaran
grab motor,transport,online,pengeluaran
langganan token pl 100rb,tagihan,utilitas,pengeluaran
tiket tol,transport,transport,pengeluaran
beli buuku di indomaret,belanja,harian,pengeluaran
langganan fitness,hiburan,streaming,pengeluaran
traktiran balik,hadiah,reward,pemasukan
mampir mrugame udon,makanan,makanan,pengeluaran
jajan di richeese,makanan,makanan,pengeluaran
beli keyboard baru,belanja,elektronik,pengeluaran
subscribe asuransi pendidikan diskon,tagihan,asuransi,pengeluaran
beli rame-ame,hiburan,hiburan,pengeluaran
menerima fee,gaji,komisi,pemasukan
uang dari teteh,hadiah,hadiah,pemasukan
sop iga,makanan,makanan,pengeluaran
ngambil cicilan home credit pagi tadi,tagihan,kredit,pengeluaran
bayar kontrak rumah tiap bulan,tagihan,tagihan,pengeluaran
subscribe tas selempang di rumah,belanja,fashion,pengeluaran
ngambil solar dexlite di kantor,transport,pribadi,pengeluaran
ngasih thr pegawai via transfer,tagihan,tagihan,pengeluaran
kirim ke vendor,tagihan,tagihan,pengeluaran
bayar ke rekening papa,tagihan,tagihan,pengeluaran
beli allianz bulanan,tagihan,asuransi,pengeluaran
minum minuman energi,minuman,jajanan,pengeluaran
perpanjang wings air rutin,transport,pesawat,pengeluaran
doorprize ulang athun,hadiah,undian,pemasukan
taksi ke pasar,transport,umum,pengeluaran
ngambil tiket peesawat ke jogja sama temen,transport,pesawat,pengeluaran
subscribe beli game steam mingu ini,hiburan,game,pengeluaran
subscribe kredit kpr pagi adi,tagihan,kredit,pengeluaran
ambil flashdisk 64gb baru,belanja,elektronik,pengeluaran
ambil fisioterapi mingguan via traansfer,kesehatan,prosedur,pengeluaran
fee komisi dari deal,gaji,komisi,pemasukan
mie level,makanan,makanan,pengeluaran
beli keyboard,belanja,elektronik,pengeluaran
beli pulsa xl,tagihan,internet_pulsa,pengeluaran
yoga,hiburan,aktivitas,pengeluaran
bayar bpjs bulanan bulan ini,tagihan,asuransi,pengeluaran
bayar tiket pesawat lion diskon,transport,pesawat,pengeluaran
dapat bantuan dari ipar,hadiah,hadiah,pemasukan
dapet hadiah undian bank di kantor,hadiah,undian,pemasukan
naaik bajaj ke kampus,transport,transport,pengeluaran
isi stroom 50rb sama etmen,tagihan,utilitas,pengeluaran
hadiah ung kemarin,hadiah,hadiah,pemasukan
dapat hadiah dari teman promo,hadiah,hadiah,pemasukan
bayar sewa lapangan di kantor,hiburan,aktivitas,pengeluaran
bayar ke tomoro insentif,tagihan,tagihan,pengeluaran
bayar komisi ke tomoro,tagihan,gaji_pihak3,pengeluaran
beli kaos di blibli,belanja,fashion,pengeluaran
goride ke pasar,transport,online,pengeluaran
nerima komisi proyek dari shopee,gaji,komisi,pemasukan
ngambil akupunktur tiap bulan,kesehatan,prosedur,pengeluaran
terima thr lebaran,hadiah,hadiah,pemasukan
free fire,hiburan,game,pengeluaran
order smartwatch minggu ini,belanja,elektronik,pengeluaran
langgnan konsul gigi pagi tadi,kesehatan,konsul,pengeluaran
masuk traktiran balik dari teman kemarin,hadiah,reward,pemasukan
pesan mratabak manis baru,makanan,jajanan,pengeluaran
cashabck gopay dari tante,hadiah,hadiah,pemasukan
kado lahiran rutin,hadiah,kado,pemasukan
beli di h&m,belanja,harian,pengeluaran
tiket kereta tiap hari,transport,umum,pengeluaran
bayar yakult tiga botol sama temen,minuman,minuman,pengeluaran
sate ayam,makanan,makanan,pengeluaran
dapet bonus perusahaan,gaji,bonus,pemasukan
minum susu,minuman,minuman,pengeluaran
belanja di alfamart,belanja,harian,pengeluaran
taksi online,transport,umum,pengeluaran
mie rebuus di mall,makanan,makanan,pengeluaran
order rame-rame di rumah,hiburan,hiburan,pengeluaran
pesan kimia farma langganan kemarin,kesehatan,apotek,pengeluaran
transfer honor ke vendor,tagihan,tagihan,pengeluaran
bpjs mandii bulan lalu,tagihan,asuransi,pengeluaran
teh tarik di cafe,minuman,jajanan,pengeluaran
isi iuran sampah di rrumah,tagihan,iuran,pengeluaran
perpanjang skincre somethinc via transfer,belanja,kecantikan,pengeluaran
isi kota,tagihan,tagihan,pengeluaran
top up dota 2,hiburan,game,pengeluaran
ambl sayur bayam promo,belanja,harian,pengeluaran
pesan hbo go bareng keluarg,hiburan,streaming,pengeluaran
bayar service mobil,transport,transport,pengeluaran
biaya kesehatan minggu ini,kesehatan,kesehatan,pengeluaran
kontrakan bullan ini,tagihan,sewa,pengeluaran
transfer ke mitra komisi penjualan,tagihan,gaji_pihak3,pengeluaran
perpanjang tiket com baru,belanja,online_shop,pengeluaran
vitamin d langganan,kesehatan,obat,pengeluaran
uang dari rekan lama,hadiah,hadiah,pemasukan
masuk gaji dari proyek,gaji,gaji,pemasukan
tiket krl pulang,transport,umum,pengeluaran
byr gaji staf mingguan,tagihan,tagihan,pengeluaran
beli honor narasumber acara bulan lalu,tagihan,gaji_pihak3,pengeluaran
smoothie di kantor,minuman,jajanan,pengeluaran
subscribe angsuran bank malam ini,tagihan,kredit,pengeluaran
bayar hiburan rutin,hiburan,hiburan,pengeluaran
kasih komisi makelar,tagihan,gaji_pihak3,pengeluaran
bayaran freelance,gaji,gaji,pemasukan
belanja di family amt,belanja,belanja,pengeluaran
ambil bedak pixy via transfer,belanja,kecantikan,pengeluaran
bayar uang lembur karyawan bulanan,tagihan,tagihan,pengeluaran
perpanjang flight pulang kampung bulan lalu,transport,pesawat,pengeluaran
pesan yakult bulan lalu,minuman,minuman,pengeluaran
belanja di sport station,belanja,harian,pengeluaran
beli baju di blibli,belanja,fashion,pengeluaran
ngambil asuransi mobil di rumah,tagihan,asuransi,pengeluaran
belanja mingguan di apsar,belanja,belanja,pengeluaran
perpanjang biaya kesehatan tia bulan,kesehatan,kesehatan,pengeluaran
matcha di kafe,minuman,jajanan,pengeluaran
geprek bensu bareng teman,makanan,makanan,pengeluaran
keranjang tokopedia,belanja,online_shop,pengeluaran
bei alkohol online,kesehatan,obat,pengeluaran
isi bengkel mobil minggu ini,transport,pribadi,pengeluaran
hadiah giveaway,hadiah,undian,pemasukan
tkiet nonton bola,hiburan,tontonan,pengeluaran
beli tokopedia pagi adi,belanja,online_shop,pengeluaran
ambil iuran masjid tiap bulan,tagihan,iuran,pengeluaran
kirim komisi kepada rekanan,tagihan,gaji_pihak3,pengeluaran
periksa di cek darah,kesehatan,prosedur,pengeluaran
transjakarta ke gym,transport,umum,pengeluaran
belanja kaos,belanja,fashion,pengeluaran
fee komisi dari perusahaan,gaji,komisi,pemasukan
sumbangan dari ortu,hadiah,pemberian_masuk,pemasukan
belli pulsa three,tagihan,internet_pulsa,pengeluaran
beli tas baru,belanja,fashion,pengeluaran
tunjangan jabatan bulan lalu,gaji,bonus,pemasukan
beli tiket pesawat lion bulan ini,transport,pesawat,pengeluaran
transefr ke upah pekerja,tagihan,tagihan,pengeluaran
bayar bonus ke tomoro coffee,tagihan,tagihan,pengeluaran
order weekend fun promo,hiburan,hiburan,pengeluaran
bhaan makanan di supermarket,belanja,harian,pengeluaran
pesan sate padang minggu ini,makanan,makanan,pengeluaran
dpaat tip,hadiah,reward,pemasukan
bayar koimsi ke tomoro,tagihan,tagihan,pengeluaran
isi token pln 100rb,tagihan,utilitas,pengeluaran
terima thr bulan ini sama temen,gaji,bonus,pemasukan
abyar youtube premium,hiburan,hiburan,pengeluaran
dikaish duit dari teman,hadiah,pemberian_masuk,pemasukan
pesan rame-rame baru,hiburan,hiburan,pengeluaran
dapt doorprize tak trduga,hadiah,undian,pemasukan
subscribe gaji asisten rumah tangga bareng teman,tagihan,gaji_pihak3,pengeluaran
ebli sabun mandi di pasar,belanja,kecantikan,pengeluaran
bayar pln pasca bayar rutin,tagihan,utilitas,pengeluaran
upah lembur via transfer,gaji,komisi,pemasukan
beli watson,kesehatan,apotek,pengeluaran
jaura lomba dari om,hadiah,undian,pemasukan
ngambil periksa ke dokter tiap bulan,kesehatan,konsul,pengeluaran
top up gopay gamees bulanan,hiburan,game,pengeluaran
beli pizza,makanan,makanan,pengeluaran
kasih sumbangan ke papa,tagihan,sumbangan,pengeluaran
pesan naik kuda via transfer,transport,transport,pengeluaran
beliin baju ibu,belanja,fashion,pengeluaran
ambil lazada promo bulan lalu,belanja,online_shop,pengeluaran
taro milk tea pagi,minuman,jajanan,pengeluaran
pesan grab motor rutin,transport,online,pengeluaran
dufan ke bndung,hiburan,liburan,pengeluaran
kirim komisi ke grab,tagihan,gaji_pihak3,pengeluaran
